# Number of entries refers to the number of rows (or cols) retained in each
# distance matrix after filtering the distance matrices to include only those
# samples that were in both distance matrices. p-value contains the correct
# number of significant digits.
DM1	DM2	Number of entries	Mantel r statistic	p-value	Number of permutations	Tail type
88-soils-otus/ucrss_wfilter/bdiv_even400/weighted_unifrac_otu_table_mc1_w_tax_even400.txt	88-soils-otus/ucrss_fast/bdiv_even400/weighted_unifrac_otu_table_mc1_w_tax_even400.txt	86	0.89856	0.001	999	two sided
88-soils-otus/ucrss_wfilter/bdiv_even400/weighted_unifrac_otu_table_mc1_w_tax_even400.txt	88-soils-otus/ucrss_fast_wfilter/bdiv_even400/weighted_unifrac_otu_table_mc1_w_tax_even400.txt	86	0.93959	0.001	999	two sided
88-soils-otus/uc_fast/bdiv_even400/weighted_unifrac_otu_table_even400.txt	88-soils-otus/ucr_fast/bdiv_even400/weighted_unifrac_otu_table_even400.txt	88	0.90934	0.001	999	two sided
88-soils-otus/uc_fast/bdiv_even400/weighted_unifrac_otu_table_even400.txt	88-soils-otus/ucrC_fast/bdiv_even400/weighted_unifrac_otu_table_even400.txt	86	0.89783	0.001	999	two sided
88-soils-otus/uc_fast/bdiv_even400/weighted_unifrac_otu_table_even400.txt	88-soils-otus/ucrss_fast/bdiv_even400/weighted_unifrac_otu_table_mc1_w_tax_even400.txt	86	0.91872	0.001	999	two sided
88-soils-otus/uc_fast/bdiv_even400/weighted_unifrac_otu_table_even400.txt	88-soils-otus/ucrss_fast_wfilter/bdiv_even400/weighted_unifrac_otu_table_mc1_w_tax_even400.txt	86	0.87395	0.001	999	two sided
88-soils-otus/ucr_fast/bdiv_even400/weighted_unifrac_otu_table_even400.txt	88-soils-otus/ucrC_fast/bdiv_even400/weighted_unifrac_otu_table_even400.txt	86	0.92017	0.001	999	two sided
88-soils-otus/ucr_fast/bdiv_even400/weighted_unifrac_otu_table_even400.txt	88-soils-otus/ucrss_fast/bdiv_even400/weighted_unifrac_otu_table_mc1_w_tax_even400.txt	86	0.95189	0.001	999	two sided
88-soils-otus/ucr_fast/bdiv_even400/weighted_unifrac_otu_table_even400.txt	88-soils-otus/ucrss_fast_wfilter/bdiv_even400/weighted_unifrac_otu_table_mc1_w_tax_even400.txt	86	0.95986	0.001	999	two sided
88-soils-otus/ucrC_fast/bdiv_even400/weighted_unifrac_otu_table_even400.txt	88-soils-otus/ucrss_fast/bdiv_even400/weighted_unifrac_otu_table_mc1_w_tax_even400.txt	86	0.91809	0.001	999	two sided
88-soils-otus/ucrC_fast/bdiv_even400/weighted_unifrac_otu_table_even400.txt	88-soils-otus/ucrss_fast_wfilter/bdiv_even400/weighted_unifrac_otu_table_mc1_w_tax_even400.txt	86	0.89003	0.001	999	two sided
88-soils-otus/ucrss_fast/bdiv_even400/weighted_unifrac_otu_table_mc1_w_tax_even400.txt	88-soils-otus/ucrss_fast_wfilter/bdiv_even400/weighted_unifrac_otu_table_mc1_w_tax_even400.txt	88	0.91784	0.001	999	two sided
